author,date,description,source,title,url
"AJ Davis,Chris Liakos",2023-07-08T17:58:36Z,"At least 22 police officers were injured Saturday in unrest in the western German town of Giessen during an Eritrean cultural festival, according to local police.",CNN,"Germany: At least 22 officers injured in Giessen following unrest, police say | CNN",https://edition.cnn.com/2023/07/08/europe/germany-giessen-protest-eritrea-intl/index.html
"Christian Edwards,Mick Krever,Hira Humayun,Chris Lau",2023-07-08T04:39:18Z,The Dutch government has collapsed after failing to reach an agreement on curbing immigration.,CNN,Dutch government collapses over immigration policy | CNN,https://edition.cnn.com/2023/07/08/europe/netherlands-government-collapse-immigration-policy-intl-hnk/index.html
Jacob Lev,2023-07-09T04:24:21Z,The National Basketball Association on Saturday unveiled the format and groups for its in-season tournament set to debut next season.,CNN,NBA unveils new in-season tournament set to debut in November | CNN,https://edition.cnn.com/2023/07/09/sport/nba-new-in-season-tournament-spt/index.html
Reuters,2023-07-07T22:43:49Z,"The Dutch government collapsed on Friday after failing to reach a deal on restricting immigration, which will trigger new elections in the fall.",CNN,Dutch government collapses over immigration policy | CNN,https://edition.cnn.com/2023/07/07/europe/dutch-government-collapses-rutte-elections-intl/index.html
Niamh Kennedy,2023-07-08T16:40:57Z,A Pride festival was canceled in the Georgian capital of Tbilisi on Saturday by organizers who say authorities failed to prevent violent disruptions from Russian-affiliated far-right groups.,CNN,Tbilisi Pride festival canceled after violent  anti-LGBTQ protests | CNN,https://edition.cnn.com/2023/07/08/europe/tbilisi-georgia-anti-lgbtq-pride-festival-intl/index.html
Luke McGee,2023-07-09T04:08:13Z,"When US President Joe Biden lands in London next week, his British counterpart, Prime Minister Rishi Sunak, might summon a smile at how much US-UK relations have improved since he came to office in October of last year.",CNN,Analysis: 'Just so needy.' Brexit strained the UK-US relationship -- but officials say it's now back on track | CNN,https://edition.cnn.com/2023/07/09/uk/sunak-restored-us-uk-relationship-intl-cmd/index.html
"Jacob Lev,Aya Elamroussi",2023-07-08T08:42:19Z,"Northwestern University has suspended head football coach Pat Fitzgerald for two weeks without pay following an investigation into allegations of hazing within the Wildcats’ program, the school announced Friday.",CNN,Pat Fitzgerald: Northwestern suspends head football coach for 2 weeks following investigation into hazing allegations | CNN,https://edition.cnn.com/2023/07/08/sport/northwestern-football-coach-pat-fitzgerald-suspended-spt/index.html
Niamh Kennedy,2023-07-09T10:12:29Z,"France has banned the sale, possession and transport of fireworks over the Bastille Day weekend next week amid fears of renewed riots.",CNN,"France bans sale, possession, and transport of fireworks over Bastille Day weekend | CNN",https://edition.cnn.com/2023/07/09/europe/france-fireworks-ban-bastille-day-intl/index.html
"Mariya Knight,Heather Chen,Andrew Carey",2023-07-09T05:46:09Z,Ukrainian commanders who were captured by Russia after leading the defense of Mariupol from the Azovstal steel plant last year have vowed to return to the battlefield following their return home Saturday evening.,CNN,Azovstal leaders freed in prisoner swap promise to return to the battlefield in Ukraine | CNN,https://edition.cnn.com/2023/07/09/europe/azovstal-leaders-return-ukraine-intl-hnk/index.html
Jacob Lev,2023-07-10T03:05:57Z,"American golfer Allisen Corpuz won the US Women’s Open on Sunday, securing her first LPGA title at Pebble Beach Golf Links in Pebble Beach, California.",CNN,US Women's Open: Allisen Corpuz wins and clinches her first LPGA title | CNN,https://edition.cnn.com/2023/07/09/sport/allisen-corpuz-win-us-womens-open-lpga-title/index.html
"By Christian Edwards, <a href=""/profiles/maureen-chowdhury"">Maureen Chowdhury</a>, Ed Upright and <a href=""/profiles/matt-meyer"">Matt Meyer</a>, CNN",2023-07-09T08:17:05Z,Kyiv's deputy defense minister appeared to admit that Ukrainian forces were responsible for an attack last October on the bridge connecting Russia and occupied Crimea.,CNN,"July 9, 2023 Russia-Ukraine news",https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-07-09-23/index.html
"Mitchell McCluskey,Niamh Kennedy,Chris Liakos",2023-07-09T00:34:52Z,The BBC has suspended “a male member of staff” following allegations of sexual misconduct. UK tabloid The Sun first reported Friday that a woman had accused an unnamed male BBC presenter of paying her teen child for sexually explicit photographs.,CNN,BBC suspends presenter following sexual misconduct allegations | CNN,https://edition.cnn.com/2023/07/08/europe/bbc-presenter-sexual-misconduct-intl-hnk/index.html
Brad Lendon,2023-07-07T05:03:46Z,The United States has confirmed it will supply cluster munitions to Ukraine as part of a new military aid package.,CNN,What are the cluster munitions the US is expected to supply Ukraine? | CNN,https://edition.cnn.com/2023/07/07/europe/cluster-munitions-us-ukraine-aid-explainer-intl-hnk-ml/index.html
"Sarah Sirgany,Kostyantin Gak,Ben Wedeman",2023-07-10T12:16:12Z,"In the frontline town of Siversk, eastern Ukraine, residents are surviving but life in wartime isn’t easy. Roughly 1,000 people hold on to their homes and lead a pale semblance of the lives they once had there.",CNN,Residents cling on to life in Ukrainian frontline town | CNN,https://edition.cnn.com/2023/07/10/europe/siversk-ukraine-frontline-life-intl-cmd/index.html
Aimee Lewis,2023-07-09T10:57:52Z,"No one expected Jamie MoCrazy to live after her fall. The chances of survival are slim when the brain starts bleeding in eight spots. Her fatality report was written in the helicopter that took her to the Vancouver hospital where she would spend the next few weeks of her life. Family and friends waited, hoping for a miracle but fearing the worst.",CNN,"Jamie MoCrazy: She nearly died in a skiing accident - now, she wants to help others who have suffered traumatic brain injuries | CNN",https://edition.cnn.com/2023/07/09/sport/jamie-mocrazy-skislope-accident-spt-intl/index.html
"Catherine Nicholls,Christian Edwards",2023-07-10T09:06:42Z,"Dutch Prime Minister Mark Rutte said Monday he would step down as leader of the country’s ruling party and leave politics, after his government collapsed over immigration policy, Dutch national broadcaster and CNN affiliate NOS reported.",CNN,Dutch PM Mark Rutte to leave politics after government collapses | CNN,https://edition.cnn.com/2023/07/10/europe/rutte-netherlands-resignation-government-collapse-intl/index.html
Nick Paton Walsh,2023-07-10T13:55:40Z,The mystery becomes yet more opaque even as the Kremlin tries to clear it up.,CNN,Why Wagner chief Prigozhin's absence is so damaging to Putin | CNN,https://edition.cnn.com/2023/07/10/europe/prigozhin-putin-russia-wagner-analysis-intl/index.html
Wayne Sterling,2023-07-09T18:49:35Z,Northwestern University president Michael Schill said he “may have erred in weighing the appropriate sanction” after suspending head football coach Pat Fitzgerald for two weeks.,CNN,Northwestern president says he 'may have erred' in football coach's suspension following hazing allegations investigation | CNN,https://edition.cnn.com/2023/07/09/football/northwestern-football-coach-pat-fitzgerald-hazing-spt/index.html
"Matias Grez,Kevin Dotson",2023-07-08T17:34:23Z,"US Women’s National Team star Megan Rapinoe, a two-time Women’s World Cup winner, has announced she will retire at the end of the 2023 National Women’s Soccer League (NWSL) season.",CNN,Megan Rapinoe announces she will retire at the end of the season | CNN,https://edition.cnn.com/2023/07/08/football/megan-rapinoe-announces-retirement-spt-intl/index.html
Luke McGee,2023-07-10T15:27:44Z,"When NATO leaders meet in the Lithuanian capital of Vilnius on Tuesday, they do so with two clouds hanging over a crucial summit for the alliance.",CNN,NATO: Comments from Biden and Erdogan threaten to overshadow summit -- and help Putin | CNN,https://edition.cnn.com/2023/07/10/europe/sweden-turkey-nato-summit-vilnius-analysis-intl-cmd/index.html
"Sharon Braithwaite,Niamh Kennedy,Sugam Pokharel,Eve Brennan",2023-07-10T15:48:10Z,"A lawyer for the young person at the center of a controversy involving an unnamed BBC presenter has disputed the claims reported in The Sun newspaper, saying they were “rubbish.”",CNN,BBC presenter claims: young person's lawyer disputes allegations | CNN,https://edition.cnn.com/2023/07/10/uk/bbc-presenter-teen-intl-gbr/index.html
Jill Dougherty,2023-07-11T04:00:41Z,"It looked like a normal tweet by Estonian Prime Minister Kaja Kallas, posted days before NATO’s summit in Vilnius, Lithuania. But instead of referring to the military alliance’s acronym, she congratulated the “fellas” on their “first-ever NAFO summit.”",CNN,NAFO: The pro-Ukraine internet 'fellas' using Shiba Inu memes to fight Russian propaganda | CNN,https://edition.cnn.com/2023/07/11/europe/ukraine-nafo-russian-trolls-intl/index.html
Matthew Chance,2023-07-10T06:47:29Z,"A train used by Russian President Vladimir Putin to travel away from the public eye has a secret gym, Turkish bath and cosmetology suite on board, a brochure and blueprints leaked to the Dossier Center and shared with CNN reveal.",CNN,"Putin's 'ghost' train: Leaked documents reveal gym, spa, beauty equipment on board | CNN",https://edition.cnn.com/2023/07/10/europe/russia-putin-private-train-intl-cmd/index.html
Jessie Yeung,2023-07-11T04:00:17Z,"A volcanic eruption south of Iceland’s capital Reykjavik is sending plumes of smoke across a region known for its sweeping lava fields, volcanoes and geothermal activity.",CNN,Iceland: Volcano erupts in Litli-Hrútur after weeks of earthquakes | CNN,https://edition.cnn.com/2023/07/11/europe/iceland-volcano-erupts-litli-hrtur-intl-hnk/index.html
Hilary Whiteman,2023-07-11T06:28:24Z,"A retired baker has returned home to Sydney after being released from prison in Vietnam, where he was serving 12 years on terrorism charges for being a member of a banned pro-democracy group.",CNN,Chau Van Kham: Australian retiree accused of terrorism freed from prison in Vietnam | CNN,https://edition.cnn.com/2023/07/11/australia/vietnam-australia-detainee-released-intl-hnk/index.html
"By <a href=""/profiles/helen-regan"">Helen Regan</a>, Jack Guy, <a href=""/profiles/lauren-moorhouse"">Lauren Said-Moorhouse</a>, <a href=""/profiles/aditi-sandal"">Aditi Sangal</a>, Mike Hayes, <a href=""/profiles/elise-hammond"">Elise Hammond</a> and <a href=""/profiles/maureen-chowdhury"">Maureen Chowdhury</a>, CNN",2023-07-10T04:00:20Z,"NATO chief Jens Stoltenberg said Monday that Turkey has agreed to back Sweden's bid to join the military alliance — a major development on the eve of the NATO summit in Vilnius, Lithuania.",CNN,"July 10, 2023 - Russia-Ukraine news",https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-07-10-23/index.html
Reuters,2023-07-11T15:29:03Z,French police searching for a 2-year-old boy who went missing from his grandparents’ garden in the French Alps on Saturday said on Tuesday they had no clues as to what could have happened to him.,CNN,French police scramble to find missing toddler in remote Alpine village | CNN,https://edition.cnn.com/2023/07/11/europe/france-alps-missing-toddler-search-intl/index.html
Amarachi Orie,2023-07-11T16:05:53Z,"Carrie Johnson, wife of former UK Prime Minister Boris Johnson, has announced the birth of their third child together.",CNN,"Boris Johnson's wife, Carrie, announces birth of their third child | CNN",https://edition.cnn.com/2023/07/11/uk/boris-johnson-carrie-third-child-intl-scli-gbr/index.html
"Hande Atay Alam,Christian Edwards",2023-07-10T11:59:17Z,"Turkish President Recep Tayyip Erdogan said Monday that Brussels should clear the path for Ankara’s accession to the European Union, before his country approves Sweden’s bid for NATO membership.",CNN,Erdogan ties Sweden's NATO bid to Turkey's path to EU membership | CNN,https://edition.cnn.com/2023/07/10/europe/erdogan-turkey-nato-eu-sweden-intl/index.html
"By <a href=""/profiles/jessie-yeung"">Jessie Yeung</a>, Christian Edwards, <a href=""/profiles/lauren-moorhouse"">Lauren Said-Moorhouse</a>, <a href=""/profiles/adrienne-vogt"">Adrienne Vogt</a>, <a href=""/profiles/aditi-sandal"">Aditi Sangal</a>, <a href=""/profiles/maureen-chowdhury"">Maureen Chowdhury</a>, <a href=""/profiles/elise-hammond"">Elise Hammond</a> and <a href=""/profiles/tori-powell"">Tori B. Powell</a>, CNN",2023-07-11T04:00:26Z,NATO allies reaffirmed their support Tuesday for Ukraine's push for membership of the military alliance. The official communiqué did not however address President Volodymyr Zelensky's most pressing request: An official timeline for when Kyiv can join.,CNN,"July 11, 2023 - Russia-Ukraine news",https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-07-11-23/index.html
Matias Grez,2023-07-11T18:55:15Z,"Novak Djokovic had to be at his very best to get past Andrey Rublev on Tuesday, winning 4-6 6-1 6-4 6-3 in a thrilling clash to reach the Wimbledon semifinals.",CNN,Wimbledon: Novak Djokovic battles past Andrey Rublev to reach semifinals | CNN,https://edition.cnn.com/2023/07/11/tennis/novak-djokovic-andrey-rublev-wimbledon-quarterfinals-spt-intl/index.html
Caolán Magee,2023-07-12T16:34:03Z,"The European Parliament on Wednesday voted in favor of legally binding targets to protect and restore nature in the European Union, despite strong opposition from some policymakers.",CNN,EU Parliament backs landmark law to restore Europe's nature | CNN,https://edition.cnn.com/2023/07/12/europe/eu-nature-restoration-law-climate-intl/index.html
Niamh Kennedy,2023-07-11T21:24:40Z,"A second person has come forward with allegations against a presenter who was recently suspended by the BBC following accusations of sexual misconduct, according to BBC News.",CNN,BBC presenter: Second person comes forward with allegations against suspended presenter | CNN,https://edition.cnn.com/2023/07/11/uk/bbc-presenter-second-person-allegations-intl-gbr/index.html
Zahid Mahmood,2023-07-12T11:45:09Z,Finnish finance minister Riikka Purra has apologized after she made racist comments in 2008 that were recently discovered online.,CNN,Riikka Purra: Finnish finance minister apologizes for racist and violent comments made online in 2008 | CNN,https://edition.cnn.com/2023/07/12/europe/finland-finance-minister-racist-comments-intl/index.html
Christian Edwards,2023-07-11T18:13:13Z,"Attending a NATO summit in Vilnius on Tuesday, Ukrainian President Volodymyr Zelensky got huge support from adoring crowds and some concessions from the alliance’s leaders – but no clear timeline on when Ukraine could join the group.",CNN,Zelensky gets a NATO boost and rockstar's welcome in Vilnius | CNN,https://edition.cnn.com/2023/07/11/europe/nato-communique-zelensky-speech-vilnius-intl/index.html
Jill Martin,2023-07-12T17:39:22Z,"Christopher Eubanks’ run at Wimbledon has ended, with the 27-year-old American losing to world No. 3 Daniil Medvedev of Russia in the quarterfinals.",CNN,Christopher Eubanks' Wimbledon dream run ends with loss to No. 3 Daniil Medvedev in quarterfinals | CNN,https://edition.cnn.com/2023/07/12/tennis/eubanks-medvedev-tennis-wimbledon-spt-intl/index.html
"Mariya Knight,Olga Voitovych,Andrew Carey,Tim Lister,Josh Pennington",2023-07-11T10:36:55Z,"A Russian submarine commander shot to death while jogging on Monday may have been targeted by an assailant tracking him on a popular running app, according to Russian media.",CNN,Stanislav Rzhitsky: Russian commander killed while jogging may have been tracked on Strava app | CNN,https://edition.cnn.com/2023/07/11/europe/russian-submarine-commander-killed-krasnador-intl/index.html
"By <a href=""/profiles/tara-subramaniam"">Tara Subramaniam</a>, <a href=""/profiles/aditi-sandal"">Aditi Sangal</a>, <a href=""/profiles/adrienne-vogt"">Adrienne Vogt</a>, <a href=""/profiles/tori-powell"">Tori B. Powell</a>, <a href=""/profiles/maureen-chowdhury"">Maureen Chowdhury</a>, <a href=""/profiles/elise-hammond"">Elise Hammond</a> and Sana Noor Haq, CNN",2023-07-12T04:00:19Z,The NATO summit wrapped Wednesday with the allies offering assurances to President Volodymyr Zelensky that Kyiv's future lies in the alliance — and appearing to calm Ukrainian frustrations over a lack of a timeline for membership.,CNN,"July 12, 2023 - Russia-Ukraine news",https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-07-12-23/index.html
Jacob Lev,2023-07-13T06:01:08Z,"After hinting at a possible retirement following a postseason loss in May, NBA superstar LeBron James has announced he will be returning for another year of play – his 21st NBA season.",CNN,LeBron James announces he will return this fall for his 21st NBA season | CNN,https://edition.cnn.com/2023/07/13/sport/lebron-james-returns-announcement-nba-spt/index.html
"Barbie Latza Nadeau,Laura Paddison",2023-07-12T11:44:04Z,"A blistering and deadly heat wave in Italy this week could break records, with temperatures predicted to soar past 45 degrees Celsius (113 Fahrenheit) in some parts of the country.",CNN,Italy swelters under deadly 'Cerberus' heat wave which could break European temperature records | CNN,https://edition.cnn.com/2023/07/12/europe/italy-heat-wave-record-temperatures-climate-intl/index.html
Sophie Tanno,2023-07-12T21:31:42Z,"Former British Prime Minister Boris Johnson has urged the United States not to grow weary of Ukraine’s grinding battle against Russia, telling CNN that victory over Moscow is imperative.",CNN,Boris Johnson warns US against 'Ukraine fatigue' as NATO summit concludes | CNN,https://edition.cnn.com/2023/07/12/europe/boris-johnson-ukraine-nato-interview-intl/index.html
"By <a href=""/profiles/helen-regan"">Helen Regan</a>, <a href=""/profiles/brad-lendon"">Brad Lendon</a>, Sana Noor Haq, <a href=""/profiles/adrienne-vogt"">Adrienne Vogt</a>, <a href=""/profiles/aditi-sandal"">Aditi Sangal</a> and <a href=""/profiles/matt-meyer"">Matt Meyer</a>, CNN",2023-07-14T04:13:13Z,"The United States is close to a decision on providing Ukraine with ATACMs, which are guided missiles with a range of up to 300 kilometers (about 186 miles), a top aide to President Volodymyr Zelensky said Friday.",CNN,"July 14, 2023 - Russia-Ukraine news",https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-07-14-23/index.html
Mohammed Tawfeeq,2023-07-12T03:25:15Z,"The United States, France and the United Kingdom have condemned Russia’s move to block the proposed extension of a United Nations’ cross-border operation that delivers aid to millions of people in Syria from Turkey.",CNN,Syria aid: Russia slammed as 'inhumane' after blocking UN cross-border aid operation | CNN,https://edition.cnn.com/2023/07/11/europe/un-syria-aid-turkey-russia-veto-intl-hnk/index.html
"By Joshua Berlinger, Thom Poole, <a href=""/profiles/adrienne-vogt"">Adrienne Vogt</a> and <a href=""/profiles/matt-meyer"">Matt Meyer</a>, CNN",2023-07-15T08:33:55Z,"Ukraine says it is slowly grinding forward on the southern and eastern front lines as Russian forces throw ""everything they can"" at slowing down the counteroffensive.",CNN,"July 15, 2023 Russia-Ukraine war news ",https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-07-15-23/index.html
Barbie Latza Nadeau,2023-07-15T08:23:35Z,"The case of Emanuela Orlandi, the 15-year-old daughter of a Vatican employee who went missing in Rome 40 years ago, has taken another twist as her brother dismissed what he described as a “shameful” attempt by the Vatican and Rome prosecutors to cast blame on the family by suggesting a dead uncle was behind the teenager’s unsolved disappearance.",CNN,Another twist in the 40-year-old missing 'Vatican girl' case | CNN,https://edition.cnn.com/2023/07/15/europe/italy-vatican-girl-case-intl-cmd/index.html
Jacob Lev,2023-07-13T05:34:18Z,An emotional Damar Hamlin presented the Pat Tillman Award for Service at the 2023 ESPYS to the Buffalo Bills training staff who helped save his life during a game earlier this year.,CNN,Damar Hamlin is overcome with emotion at ESPY Awards while presenting service award to Buffalo Bills training staff | CNN,https://edition.cnn.com/2023/07/13/sport/damar-hamlin-espy-awards-bills-tribute/index.html
"Sharon Braithwaite,Josh Pennington",2023-07-14T10:07:03Z,Kosovo President Vjosa Osmani and Albania’s Prime Minister Edi Rama condemned the brawl that erupted Thursday in the Kosovo parliament between opposition and ruling party MPs.,CNN,Kosovo president condemns brawl that erupted in parliament | CNN,https://edition.cnn.com/2023/07/14/europe/kosovo-president-condemns-parliament-brawl-intl/index.html
"Radina Gigova,Svitlana Vlasova",2023-07-11T01:49:15Z,"Amid the raging war and constant threat of Russian missiles, a successful heart transplant has been performed on a 6-year-old girl in Kyiv, authorities with the Heart Institute of Ukraine’s Ministry of Health announced on Monday.",CNN,"Girl receives heart of 4-year-old-boy in first transplant of its kind in Ukraine, despite raging war | CNN",https://edition.cnn.com/2023/07/10/europe/ukraine-child-heart-transplant-war-intl-hnk/index.html
Matt Foster,2023-07-15T02:16:51Z,Former Manchester City footballer Benjamin Mendy has asked for privacy to begin “rebuilding his life” after he was found not guilty on a charge of rape and a separate charge of attempted rape.,CNN,"Former Manchester City footballer Benjamin Mendy found not guilty of rape and attempted rape
Benjamin Mendy: Former Manchester City footballer found not guilty of rape and attempted rape | CNN",https://edition.cnn.com/2023/07/14/europe/benjamin-mendy-2nd-trial-manchester-city-acquittal-intl-hnk/index.html
Homero De la Fuente,2023-07-16T05:27:58Z,"Phoenix Mercury superstar Brittney Griner marked a successful return to the WNBA All-Star Game on Saturday, her first since being released from a Russian penal colony last December.",CNN,Brittney Griner makes triumphant return in her first WNBA All-Star Game since Russian detention | CNN,https://edition.cnn.com/2023/07/16/sport/brittney-griner-return-wnba-all-star-game/index.html
"Andrew Carey,Yulia Kesaieva",2023-07-15T16:33:38Z,"Despite an underwhelming first month of Ukraine’s much-anticipated summer push to liberate territory from Russian forces, Kyiv says its Western backers are not pressuring the country for quick results.",CNN,"Ukraine's counteroffensive grinds on, but western allies remain patient, Kyiv says | CNN",https://edition.cnn.com/2023/07/15/europe/ukraine-counteroffensive-status-intl/index.html
Wayne Sterling,2023-06-21T08:29:45Z,"Argentine superstar Lionel Messi is reportedly expected to make his Inter Miami debut on July 21, club managing owner Jorge Mas told a small group of reporters Monday, according to the Miami Herald.",CNN,Lionel Messi reportedly expected to make Inter Miami debut in July | CNN,https://edition.cnn.com/2023/06/21/football/lionel-messi-inter-miami-debut-intl-spt/index.html
"By Sophie Tanno, Thom Poole, <a href=""/profiles/elise-hammond"">Elise Hammond</a> and <a href=""/profiles/maureen-chowdhury"">Maureen Chowdhury</a>, CNN",2023-07-16T09:57:58Z,"Ukraine says it is slowly grinding forward on the southern and eastern front lines as Russian forces throw ""everything they can"" at slowing down the counteroffensive. Follow live updates.",CNN,Live updates: Russia's war in Ukraine,https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-07-16-23/index.html
Homero De la Fuente,2023-07-16T04:44:42Z,"NBA superstar LeBron James will switch back to jersey number 23 for the Los Angeles Lakers’ upcoming season, the team announced on Saturday.",CNN,LeBron James will switch back to jersey number 23 'out of respect' for the late Bill Russell | CNN,https://edition.cnn.com/2023/07/16/sport/lebron-james-jersey-number-bill-russell/index.html
"Uliana Pavlova,Sophie Tanno",2023-07-16T13:35:32Z,A crucial deal allowing the export of grain from Ukraine is set to expire Monday unless Russia agrees to an extension.,CNN,Crucial grain deal set on the brink of expiring | CNN,https://edition.cnn.com/2023/07/16/europe/black-sea-grain-deal-deadline-intl/index.html
"Uliana Pavlova,Joshua Berlinger",2023-07-16T11:53:38Z,"Russia has a stockpile of cluster munitions and will consider using them against Ukraine “if they are used against us,” President Vladimir Putin said.",CNN,Putin says Russia has 'sufficient' cluster munitions and may retaliate if Ukraine uses them | CNN,https://edition.cnn.com/2023/07/16/europe/putin-cluster-munitions-ukraine-intl/index.html
url,count
https://edition.cnn.com/sitemaps/article-2011-01.xml,0
https://edition.cnn.com/sitemaps/article-2011-09.xml,147
https://edition.cnn.com/sitemaps/article-2011-07.xml,0
https://edition.cnn.com/sitemaps/article-2011-04.xml,0
https://edition.cnn.com/sitemaps/article-2011-06.xml,0
https://edition.cnn.com/sitemaps/article-2011-10.xml,262
https://edition.cnn.com/sitemaps/article-2011-08.xml,1
https://edition.cnn.com/sitemaps/article-2011-02.xml,0
https://edition.cnn.com/sitemaps/article-2011-05.xml,0
https://edition.cnn.com/sitemaps/article-2011-03.xml,0
https://edition.cnn.com/sitemaps/article-2011-11.xml,301
https://edition.cnn.com/sitemaps/article-2011-12.xml,256
https://edition.cnn.com/sitemaps/article-2012-01.xml,318
https://edition.cnn.com/sitemaps/article-2012-02.xml,270
https://edition.cnn.com/sitemaps/article-2012-05.xml,295
https://edition.cnn.com/sitemaps/article-2012-03.xml,299
https://edition.cnn.com/sitemaps/article-2012-04.xml,291
https://edition.cnn.com/sitemaps/article-2012-06.xml,270
https://edition.cnn.com/sitemaps/article-2012-08.xml,198
https://edition.cnn.com/sitemaps/article-2012-07.xml,214
https://edition.cnn.com/sitemaps/article-2012-10.xml,240
https://edition.cnn.com/sitemaps/article-2012-09.xml,207
https://edition.cnn.com/sitemaps/article-2012-11.xml,198
https://edition.cnn.com/sitemaps/article-2013-05.xml,226
https://edition.cnn.com/sitemaps/article-2013-01.xml,219
https://edition.cnn.com/sitemaps/article-2013-07.xml,209
https://edition.cnn.com/sitemaps/article-2012-12.xml,173
https://edition.cnn.com/sitemaps/article-2013-04.xml,228
https://edition.cnn.com/sitemaps/article-2013-06.xml,234
https://edition.cnn.com/sitemaps/article-2013-03.xml,227
https://edition.cnn.com/sitemaps/article-2013-02.xml,230
https://edition.cnn.com/sitemaps/article-2013-08.xml,180
https://edition.cnn.com/sitemaps/article-2013-10.xml,237
https://edition.cnn.com/sitemaps/article-2014-01.xml,227
https://edition.cnn.com/sitemaps/article-2013-09.xml,166
https://edition.cnn.com/sitemaps/article-2013-12.xml,206
https://edition.cnn.com/sitemaps/article-2014-02.xml,191
https://edition.cnn.com/sitemaps/article-2013-11.xml,205
https://edition.cnn.com/sitemaps/article-2014-03.xml,239
https://edition.cnn.com/sitemaps/article-2014-04.xml,198
https://edition.cnn.com/sitemaps/article-2014-10.xml,141
https://edition.cnn.com/sitemaps/article-2014-11.xml,137
https://edition.cnn.com/sitemaps/article-2014-07.xml,225
https://edition.cnn.com/sitemaps/article-2014-06.xml,246
https://edition.cnn.com/sitemaps/article-2014-05.xml,202
https://edition.cnn.com/sitemaps/article-2014-09.xml,180
https://edition.cnn.com/sitemaps/article-2014-08.xml,158
https://edition.cnn.com/sitemaps/article-2014-12.xml,124
https://edition.cnn.com/sitemaps/article-2015-02.xml,218
https://edition.cnn.com/sitemaps/article-2015-08.xml,201
https://edition.cnn.com/sitemaps/article-2015-03.xml,228
https://edition.cnn.com/sitemaps/article-2015-06.xml,222
https://edition.cnn.com/sitemaps/article-2015-05.xml,222
https://edition.cnn.com/sitemaps/article-2015-07.xml,182
https://edition.cnn.com/sitemaps/article-2015-01.xml,214
https://edition.cnn.com/sitemaps/article-2015-04.xml,185
https://edition.cnn.com/sitemaps/article-2015-12.xml,190
https://edition.cnn.com/sitemaps/article-2015-10.xml,189
https://edition.cnn.com/sitemaps/article-2015-11.xml,226
https://edition.cnn.com/sitemaps/article-2016-04.xml,234
https://edition.cnn.com/sitemaps/article-2016-01.xml,209
https://edition.cnn.com/sitemaps/article-2016-02.xml,181
https://edition.cnn.com/sitemaps/article-2016-03.xml,258
https://edition.cnn.com/sitemaps/article-2015-09.xml,205
https://edition.cnn.com/sitemaps/article-2016-05.xml,245
https://edition.cnn.com/sitemaps/article-2016-06.xml,300
https://edition.cnn.com/sitemaps/article-2016-09.xml,258
https://edition.cnn.com/sitemaps/article-2016-08.xml,405
https://edition.cnn.com/sitemaps/article-2016-07.xml,282
https://edition.cnn.com/sitemaps/article-2016-12.xml,272
https://edition.cnn.com/sitemaps/article-2016-10.xml,252
https://edition.cnn.com/sitemaps/article-2016-11.xml,234
https://edition.cnn.com/sitemaps/article-2017-01.xml,258
https://edition.cnn.com/sitemaps/article-2017-02.xml,201
https://edition.cnn.com/sitemaps/article-2017-03.xml,252
https://edition.cnn.com/sitemaps/article-2017-09.xml,170
https://edition.cnn.com/sitemaps/article-2017-04.xml,219
https://edition.cnn.com/sitemaps/article-2017-06.xml,298
https://edition.cnn.com/sitemaps/article-2017-07.xml,244
https://edition.cnn.com/sitemaps/article-2017-08.xml,202
https://edition.cnn.com/sitemaps/article-2017-05.xml,262
https://edition.cnn.com/sitemaps/article-2017-11.xml,197
https://edition.cnn.com/sitemaps/article-2017-10.xml,195
https://edition.cnn.com/sitemaps/article-2017-12.xml,159
https://edition.cnn.com/sitemaps/article-2018-01.xml,201
https://edition.cnn.com/sitemaps/article-2018-02.xml,284
https://edition.cnn.com/sitemaps/article-2018-03.xml,262
https://edition.cnn.com/sitemaps/article-2018-04.xml,219
https://edition.cnn.com/sitemaps/article-2018-05.xml,243
https://edition.cnn.com/sitemaps/article-2018-06.xml,312
https://edition.cnn.com/sitemaps/article-2018-07.xml,319
https://edition.cnn.com/sitemaps/article-2018-08.xml,258
https://edition.cnn.com/sitemaps/article-2018-09.xml,223
https://edition.cnn.com/sitemaps/article-2019-02.xml,290
https://edition.cnn.com/sitemaps/article-2019-04.xml,329
https://edition.cnn.com/sitemaps/article-2019-03.xml,329
https://edition.cnn.com/sitemaps/article-2018-12.xml,278
https://edition.cnn.com/sitemaps/article-2018-10.xml,324
https://edition.cnn.com/sitemaps/article-2019-05.xml,361
https://edition.cnn.com/sitemaps/article-2019-01.xml,343
https://edition.cnn.com/sitemaps/article-2018-11.xml,337
https://edition.cnn.com/sitemaps/article-2019-06.xml,383
https://edition.cnn.com/sitemaps/article-2019-07.xml,386
https://edition.cnn.com/sitemaps/article-2019-11.xml,228
https://edition.cnn.com/sitemaps/article-2019-12.xml,269
https://edition.cnn.com/sitemaps/article-2019-09.xml,341
